511085.4130	6962198.1228	2.8620
511086.0338	6962198.2397	2.9800
511087.2363	6962198.7115	3.6140
511084.3884	6962201.5834	2.0290
511085.1321	6962201.1186	3.4690
511090.8009	6962198.5666	1.8430
511088.5358	6962200.9587	1.7110
511090.2901	6962200.0100	1.7420
511090.6309	6962201.8223	1.5190
511089.3265	6962201.5704	2.2020
511090.0941	6962201.8813	2.8240
511084.1085	6962202.2631	1.5920
511084.6273	6962202.6630	1.5930
511084.6973	6962203.6156	1.4760
511084.8562	6962203.6376	1.5030
511087.0134	6962202.6840	1.4390
511085.8109	6962203.9345	1.5410
511087.4062	6962203.9695	1.3910
511084.0336	6962204.8671	1.4130
511085.1001	6962204.3163	1.3850
511085.0971	6962204.8251	1.3860
511083.5877	6962205.8757	1.3500
511085.2221	6962205.0440	1.3860
511084.6603	6962205.9697	1.5450
511086.3786	6962204.2973	1.3990
511086.6515	6962204.1774	1.4090
511086.7025	6962204.6622	1.3700
511085.7589	6962205.2410	1.3420
511085.8888	6962205.9117	1.4980
511087.0564	6962205.0390	1.3450
511084.3414	6962202.3941	2.3260
511083.9926	6962203.0178	2.2000
511084.9852	6962203.6166	2.4420
511083.9446	6962202.4921	3.3040
511084.9122	6962203.0008	3.1240
511084.9152	6962203.0188	3.1790
511085.8548	6962203.4237	2.1320
511084.7903	6962205.2709	2.1410
511088.1049	6962202.5470	1.5190
511088.3139	6962203.2018	1.4300
511088.2529	6962203.8155	1.4110
511088.8606	6962203.6836	1.4330
511089.8103	6962202.5840	1.5900
511090.0392	6962203.4637	1.4050
511091.0808	6962203.4706	1.3920
511087.7121	6962204.4133	1.3670
511087.7931	6962204.8891	1.3650
511089.1825	6962204.3513	1.3750
511089.2385	6962204.9830	1.3520
511088.2059	6962205.7038	1.3770
511089.3385	6962205.4459	1.3250
511089.8063	6962204.1194	1.4280
511090.1731	6962204.7241	1.3570
511090.9778	6962204.5102	1.3450
511090.0712	6962205.2709	1.3500
511090.3940	6962205.9117	1.3440
511090.9198	6962205.9826	1.3610
511091.3736	6962202.0302	2.7520
511087.0973	6962198.0428	4.6620
511086.6715	6962198.3627	5.9660
511086.4116	6962200.1270	4.3100
511085.4500	6962199.8551	7.0340
511083.6757	6962200.0130	6.9290
511089.1795	6962198.3737	4.2200
511087.7821	6962199.0684	5.7410
511089.6443	6962200.7417	5.9650
511090.3600	6962201.3225	5.9820
511087.7111	6962198.0238	6.0700
511090.9518	6962199.4342	6.8520
511089.3115	6962201.3755	7.9040
511089.9992	6962201.0256	6.2030
511090.5850	6962201.4924	6.5240
511090.2221	6962201.0146	7.2280
511090.6529	6962201.0886	7.6190
511084.3724	6962203.6946	6.1740
511086.6565	6962204.8541	7.0700
511087.0394	6962204.7082	7.9960
511086.1397	6962205.5019	7.9680
511091.4016	6962202.0082	5.5930
511088.4318	6962203.2178	6.9910
511087.9340	6962203.4787	7.0060
511087.6201	6962203.9904	7.6520
511090.9658	6962203.4187	7.0150
511090.8039	6962203.8735	7.7740
511088.6057	6962206.0026	7.4290
511090.2631	6962204.3813	7.0580
511090.2081	6962204.6082	7.9430
511089.6313	6962205.5748	7.1020
511082.1993	6962193.6406	9.2190
511078.7836	6962192.8479	12.5020
511086.6075	6962191.5724	8.8940
511085.7498	6962192.0872	10.6710
511090.6729	6962192.0382	9.5110
511085.7848	6962197.6150	8.0290
511087.2263	6962196.9982	10.9170
511089.2145	6962196.5564	8.7390
511090.2261	6962195.7727	10.9350
511085.5809	6962192.3601	13.5140
511083.9006	6962195.1000	13.0570
511088.9486	6962195.1869	12.8880
511089.8922	6962196.4874	15.2720
511078.7537	6962200.3939	10.0530
511079.9252	6962201.8803	9.2030
511081.5166	6962201.7164	9.9610
511077.0793	6962203.2478	10.8060
511076.4636	6962202.2502	12.9340
511086.7075	6962198.2117	9.1530
511084.6583	6962199.6302	10.9690
511086.2637	6962201.6794	10.2830
511088.6917	6962200.9477	8.8370
511090.3101	6962201.3345	8.2470
511089.6253	6962199.5212	11.0980
511085.4710	6962204.9311	8.9440
511085.9498	6962204.9981	8.8840
511086.8704	6962204.9141	8.5250
511086.4666	6962205.4529	8.7340
511086.8954	6962205.4679	8.8860
511085.7539	6962204.5342	9.0040
511088.7837	6962202.6990	8.6890
511088.4728	6962203.3457	8.7860
511088.4918	6962203.9934	8.8420
511090.7729	6962202.0792	8.7650
511091.1807	6962203.4027	8.0870
511087.5112	6962204.3533	8.8040
511088.7927	6962204.0974	8.8530
511087.5752	6962205.3579	8.9000
511088.3828	6962205.7717	8.9350
511088.6967	6962205.8867	8.9050
511089.8672	6962204.6292	8.7430
511090.8049	6962204.7871	8.8870
511089.6163	6962205.7028	8.8970
511090.7009	6962205.7397	8.9370
511086.2637	6962198.9225	13.5010
511089.1725	6962178.9714	18.4840
511091.4036	6962188.0778	16.3150
511065.4010	6962200.7828	16.0710
511073.5457	6962200.9007	18.9410
511067.5471	6962201.4975	20.3080
511077.4991	6962194.4403	18.8730
511077.3952	6962191.4305	24.2530
511095.0401	6962170.7886	6.4080
511101.1107	6962170.8146	6.5590
511101.8374	6962169.6381	8.1630
511109.8472	6962163.9863	5.9920
511111.7794	6962164.0702	6.3250
511122.8520	6962160.0708	3.9640
511118.1119	6962165.3067	2.0470
511119.6723	6962162.9497	2.5130
511117.1993	6962158.3745	4.3630
511122.5631	6962158.4614	4.6700
511119.3144	6962165.9395	7.4270
511121.5925	6962163.0436	7.0380
511110.5459	6962167.7888	3.6640
511114.0835	6962166.7852	2.5370
511114.6273	6962169.0033	3.5600
511110.2900	6962173.6125	2.3150
511115.3050	6962171.9391	1.1200
511111.8234	6962171.3244	3.7650
511110.0411	6962167.9847	4.4190
511111.6175	6962167.2210	5.8900
511109.5323	6962171.6752	4.1450
511114.2305	6962171.6002	5.4870
511114.6083	6962173.7134	4.7700
511115.3790	6962170.3957	7.1770
511117.3422	6962166.5992	1.4760
511116.2747	6962169.7880	1.1410
511118.4538	6962169.5980	1.0720
511117.4532	6962168.0177	3.0290
511118.3958	6962168.7824	2.0040
511120.0911	6962169.3591	1.0740
511122.6621	6962169.7300	1.0780
511116.8164	6962171.1914	1.1890
511118.7777	6962170.2038	1.0780
511117.7391	6962171.3753	1.1430
511119.1655	6962171.0884	1.0790
511116.0068	6962172.0361	1.1550
511116.8784	6962173.9323	1.2390
511118.4338	6962172.8078	1.1140
511119.1975	6962172.5529	1.1130
511118.6177	6962173.3086	1.0810
511116.3936	6962173.5315	2.6290
511116.7145	6962173.8024	3.6270
511120.4460	6962170.8335	1.0730
511123.1739	6962170.3777	1.0530
511119.8013	6962172.6518	1.1640
511119.6003	6962173.2536	1.1240
511120.6649	6962173.0557	1.0960
511121.6165	6962172.5738	1.1020
511123.0420	6962173.4195	1.0630
511117.2353	6962168.5065	5.8970
511117.4512	6962167.9357	6.7400
511117.9080	6962167.8207	7.5220
511117.4132	6962168.5145	7.5540
511119.2025	6962169.6050	7.4640
511119.7813	6962168.8333	5.7990
511122.1393	6962169.8229	5.8330
511122.9090	6962166.4043	7.5480
511120.2291	6962168.3725	7.3870
511120.1231	6962169.4641	7.6370
511123.0370	6962168.9073	6.2220
511115.8818	6962170.1018	5.9070
511117.5122	6962171.1554	5.8750
511116.7425	6962173.8204	4.4330
511116.2667	6962173.4165	5.9330
511118.4898	6962173.5844	5.9620
511119.0066	6962170.1248	6.0360
511119.1925	6962170.3587	7.6620
511118.0779	6962171.5493	7.6860
511117.2963	6962172.1400	6.1080
511117.0993	6962172.3180	7.6750
511117.8220	6962172.1690	7.7170
511118.7287	6962172.7338	7.7520
511121.2917	6962170.8505	5.8680
511121.0797	6962171.2174	5.8770
511119.4704	6962172.5109	5.9280
511123.0660	6962172.2180	5.9380
511121.3386	6962170.7726	6.9800
511120.2981	6962170.9275	7.6850
511121.3057	6962171.5343	7.7040
511123.1149	6962170.5586	7.6920
511123.2159	6962171.1644	7.7220
511121.3926	6962172.0411	7.7290
511120.2171	6962173.7534	7.7930
511123.2619	6962172.4209	6.3060
511122.7891	6962173.0896	6.0060
511122.5052	6962172.8107	7.1690
511113.0409	6962164.8759	8.3160
511134.5543	6962143.2275	3.6310
511138.8966	6962144.3940	3.8060
511138.3488	6962143.5833	4.9480
511129.7233	6962150.2897	3.5080
511127.6631	6962155.0418	2.5990
511125.6799	6962157.2909	5.4270
511132.9500	6962154.7999	1.8900
511139.4844	6962143.5983	1.3010
511140.9458	6962146.2682	1.6190
511140.5489	6962147.4568	3.6000
511139.9092	6962143.3404	6.6720
511141.4226	6962148.3844	4.6630
511146.0118	6962149.0351	5.1490
511149.1945	6962143.9991	6.4990
511146.8215	6962151.3632	1.6420
511144.2665	6962150.8094	4.1750
511140.0452	6962154.9468	5.4270
511150.1342	6962155.5145	3.4580
511151.6875	6962155.6385	2.2420
511153.4169	6962157.2628	3.0030
511150.0382	6962153.8952	4.8520
511149.5564	6962155.4126	6.2940
511124.2135	6962159.9249	0.5770
511124.0515	6962162.2329	0.6850
511128.3378	6962159.1122	5.6280
511125.7309	6962165.9025	5.8030
511128.5817	6962162.5358	5.7700
511132.1343	6962158.2975	5.7280
511134.3165	6962165.0118	5.7740
511139.2545	6962164.1601	6.4930
511123.6817	6962173.2466	1.0730
511129.3225	6962173.8603	1.0670
511125.8638	6962169.4511	5.8790
511123.6637	6962168.3405	6.0050
511126.4636	6962168.5304	6.2790
511128.2489	6962168.9533	5.8660
511130.1121	6962167.8197	6.4310
511130.5830	6962169.2941	6.7470
511127.2993	6962170.7645	5.9310
511125.0152	6962170.4557	6.0530
511124.0945	6962170.6196	7.6780
511126.7925	6962171.6812	6.1430
511125.2151	6962172.3269	6.6020
511124.5324	6962173.6484	6.0320
511125.0372	6962173.8793	7.3440
511127.4012	6962173.1796	6.0430
511125.8109	6962173.0846	7.7000
511127.8541	6962172.8737	5.9890
511130.6360	6962173.2605	5.8940
511127.7871	6962170.6876	7.5840
511129.7523	6962171.7112	7.4320
511127.5882	6962173.4115	6.0060
511129.0916	6962172.4489	7.1890
511128.6058	6962173.3365	7.7100
511130.0732	6962172.0390	7.6610
511132.2433	6962168.4355	5.8210
511132.3013	6962169.6120	7.5730
511139.2495	6962169.9358	6.7190
511132.5802	6962173.8783	5.8360
511134.7123	6962170.4836	7.4590
511131.6066	6962174.0062	7.5870
511137.8581	6962171.2763	5.7100
511137.0394	6962172.5488	6.9060
511146.8455	6962160.6845	5.2590
511148.8777	6962158.6003	6.3800
511140.7699	6962167.8437	5.6590
511139.8113	6962172.7177	5.5470
511151.0788	6962169.4790	3.0290
511093.8306	6962179.1233	3.3760
511096.7144	6962177.3460	6.3790
511097.1993	6962181.3334	4.6430
511107.3702	6962175.5827	2.6220
511104.8752	6962181.5433	0.7000
511104.4894	6962180.3338	3.8800
511104.2195	6962181.2015	4.3510
511094.8162	6962183.0697	3.4290
511097.7021	6962183.4376	2.0480
511093.3338	6962187.5800	2.5690
511093.3308	6962189.5092	2.2610
511096.3256	6962187.6819	1.9560
511096.5116	6962188.1257	1.8720
511098.8946	6962188.9754	1.3970
511099.3944	6962187.9618	3.5590
511098.4518	6962188.3956	3.6030
511095.3020	6962185.7337	4.1700
511097.9740	6962182.0401	5.3000
511097.7900	6962182.0461	7.1710
511093.0309	6962188.0218	5.2510
511095.3220	6962188.2437	5.5240
511095.1381	6962189.0064	6.0320
511096.3566	6962187.9758	5.6440
511096.3406	6962188.3496	6.0360
511100.3210	6962184.3262	0.8400
511102.1213	6962183.8334	3.5180
511102.0244	6962185.4458	3.0610
511104.3194	6962183.3406	2.0710
511101.7015	6962187.0691	0.6020
511101.9494	6962188.1097	0.9810
511102.1893	6962186.9152	2.9760
511099.7663	6962188.9804	3.4590
511100.7909	6962185.3848	4.0790
511105.0561	6962182.8028	7.0460
511105.8908	6962185.9116	6.6610
511102.3212	6962186.4094	6.4260
511099.9632	6962189.0913	6.5160
511102.3273	6962189.8800	6.5780
511105.4660	6962186.3774	6.7410
511107.4062	6962187.8228	6.5700
511106.5116	6962188.9044	6.6600
511098.0419	6962177.3160	9.0780
511092.0973	6962186.4934	8.0820
511093.1759	6962184.4432	13.1490
511099.8062	6962187.6399	8.1880
511101.7915	6962188.4896	8.3370
511104.6253	6962188.3236	8.3450
511109.8202	6962176.2144	1.0200
511115.2091	6962177.8078	1.0590
511107.5751	6962180.9645	3.4510
511114.7443	6962174.9739	6.8390
511111.2347	6962179.3292	6.5380
511114.4804	6962179.1592	6.1750
511117.2293	6962174.2282	1.3390
511117.5212	6962174.4901	1.7210
511117.8261	6962175.1308	1.6410
511118.4988	6962177.5799	1.1760
511115.5410	6962174.3112	3.0870
511117.6361	6962174.7320	2.0750
511117.5292	6962174.5131	3.8440
511120.5470	6962174.0942	1.0580
511121.8854	6962174.2352	1.0970
511120.8009	6962177.6448	1.1650
511120.9088	6962178.2576	1.2130
511121.4876	6962179.0463	1.1920
511123.3329	6962180.6416	1.0980
511123.2109	6962179.4241	2.5320
511123.2099	6962179.4131	3.8410
511116.8384	6962175.4127	4.1800
511117.6271	6962174.7300	4.2790
511118.6207	6962175.6906	4.3750
511118.3358	6962174.4151	5.9810
511117.7911	6962176.0705	4.4340
511119.4144	6962177.7398	5.8820
511118.3578	6962175.3987	6.5110
511119.0925	6962175.5936	7.3880
511118.3279	6962177.5439	7.0770
511119.9102	6962176.3334	5.2870
511121.8834	6962177.9717	5.1770
511120.0432	6962175.4437	6.0480
511120.2351	6962174.3761	7.8180
511119.8073	6962175.7386	7.2970
511122.1263	6962175.9725	6.6880
511122.3972	6962175.5567	7.1880
511121.3257	6962176.7822	7.4280
511121.6146	6962177.2070	6.1520
511122.2683	6962177.6108	7.8970
511121.1248	6962178.7984	4.8650
511122.8531	6962178.7954	4.9360
511122.8051	6962178.7404	5.1770
511122.2433	6962180.0869	5.9350
511122.8651	6962178.8154	6.1910
511123.1919	6962180.8775	7.2200
511109.1975	6962185.2428	6.4160
511114.5524	6962182.8418	6.6920
511114.5764	6962185.2598	6.4460
511111.4236	6962186.7382	6.5550
511108.4348	6962189.7311	7.2010
511113.0800	6962187.1911	6.5160
511112.8061	6962188.2746	6.5580
511113.5878	6962189.7091	6.6360
511122.4682	6962184.5121	1.0470
511119.3995	6962183.9673	7.6510
511119.8583	6962183.3016	6.8630
511116.3497	6962186.3594	6.5590
511118.5628	6962187.3430	7.3700
511118.5928	6962188.6355	7.1260
511120.1892	6962188.8794	6.3530
511123.0350	6962189.1802	6.7840
511113.0140	6962184.6831	8.1100
511111.6166	6962188.3066	8.2570
511123.3629	6962187.1620	8.0400
511093.2549	6962191.2885	1.9900
511094.1905	6962191.4164	1.8910
511094.4884	6962191.7423	1.8340
511091.9504	6962192.7939	1.8250
511092.8640	6962192.5880	1.8660
511092.4742	6962193.1018	1.9470
511092.7941	6962193.4326	1.8130
511093.9086	6962192.0302	1.9490
511094.8342	6962192.3810	1.8000
511095.1841	6962192.6629	1.8740
511094.8792	6962193.4776	1.8040
511094.8382	6962193.9764	1.7550
511092.9060	6962190.2909	2.1930
511092.5631	6962191.7623	2.0010
511093.3548	6962191.9922	3.5080
511094.1635	6962191.1475	2.2400
511093.6597	6962190.4948	3.8590
511094.8162	6962191.2735	3.7760
511091.5555	6962193.1617	2.2830
511093.9956	6962192.4470	2.1310
511096.1537	6962190.2889	1.8930
511095.9528	6962191.8592	1.9170
511099.1695	6962190.8276	1.1140
511096.3216	6962192.0702	1.9030
511096.5775	6962192.3441	1.8520
511095.9258	6962193.3157	1.8440
511095.9968	6962193.5826	1.8240
511097.4352	6962193.4566	1.9260
511098.9566	6962192.2731	1.1470
511099.0536	6962193.8175	1.4170
511098.3548	6962190.0919	3.4520
511091.7325	6962194.7631	1.8950
511093.3478	6962194.3183	1.8220
511091.8035	6962195.7797	1.9870
511093.0939	6962195.9546	1.7740
511094.4764	6962194.4472	1.7810
511094.0805	6962194.7371	1.8470
511095.1241	6962194.1623	1.7430
511094.9612	6962195.0070	1.7420
511093.8796	6962195.3839	1.9640
511093.4898	6962195.8097	1.7900
511094.5693	6962195.0180	1.7800
511094.9902	6962195.5138	1.7270
511092.6561	6962196.7813	1.8670
511093.0140	6962197.3091	1.7190
511094.1955	6962196.1675	1.7210
511094.4544	6962196.8263	1.7080
511094.9152	6962196.6304	1.7190
511093.9486	6962197.4890	1.6960
511094.8752	6962197.0152	1.7040
511094.5913	6962197.9478	1.6860
511092.7861	6962194.1893	2.3030
511092.8910	6962194.0104	3.5090
511093.3948	6962196.2055	2.0580
511096.1157	6962194.1453	1.8000
511096.0228	6962194.8950	1.7470
511097.3303	6962194.1903	1.9070
511097.4312	6962194.6651	1.8670
511095.9788	6962195.5358	1.7420
511097.0164	6962195.0880	1.8030
511097.2123	6962195.5948	1.7610
511098.2089	6962194.3113	1.8240
511099.0046	6962194.0774	1.6050
511098.2309	6962195.0700	1.8720
511098.1979	6962195.5908	1.8260
511099.2655	6962195.4138	1.7790
511095.6699	6962196.3195	1.7250
511096.2977	6962196.7243	1.7150
511097.4552	6962196.2625	1.7470
511097.3942	6962196.8413	1.7270
511096.2317	6962197.3281	1.7050
511096.3357	6962197.8749	1.6990
511096.8185	6962197.5140	1.7090
511097.9640	6962196.2275	1.8370
511097.8660	6962196.6144	1.7450
511098.6477	6962196.2745	1.8120
511098.5208	6962196.5794	1.8190
511099.1895	6962196.9272	1.8030
511097.8491	6962197.5640	1.7180
511098.8906	6962197.3341	1.7310
511098.4818	6962197.7669	1.7320
511091.9144	6962191.3874	4.0950
511091.8444	6962191.2615	5.4060
511093.6427	6962191.6173	4.1530
511095.3690	6962191.9042	4.1990
511094.1875	6962191.9012	5.3120
511093.2389	6962192.2551	4.0430
511092.6231	6962192.6809	4.8650
511093.5328	6962192.4620	4.4920
511094.7113	6962192.3591	4.0100
511094.2985	6962192.3551	5.6600
511093.3958	6962191.1425	6.3830
511093.5697	6962191.2205	6.7190
511095.4430	6962193.8095	6.7360
511099.3035	6962190.0630	6.5590
511097.7381	6962191.9852	6.7790
511098.2319	6962191.0456	7.8970
511096.6365	6962192.8688	6.6400
511095.6689	6962193.7435	6.6740
511096.5016	6962193.4196	6.6540
511096.6215	6962192.9928	7.9310
511096.1477	6962193.5686	7.8430
511099.1265	6962193.7835	6.7040
511094.9312	6962194.4892	6.6960
511095.4070	6962194.5852	6.6960
511094.2535	6962195.6907	6.7330
511095.2111	6962195.0330	6.8820
511095.2971	6962194.5972	7.5790
511094.9992	6962195.1719	7.0800
511092.9090	6962197.1092	6.7790
511093.3868	6962197.0742	7.1860
511094.0156	6962196.0726	6.7450
511093.8456	6962196.3595	7.3500
511095.5080	6962194.3533	6.6880
511097.3942	6962195.6967	6.7680
511097.4152	6962195.8267	7.8170
511098.6607	6962194.0424	6.7190
511097.7541	6962195.3129	6.7570
511098.1619	6962194.6131	7.3200
511097.9520	6962195.1849	7.3070
511096.3676	6962196.7223	6.7990
511097.3942	6962196.0726	6.7760
511095.9688	6962197.0502	6.8130
511095.9198	6962197.5150	6.8240
511097.1323	6962196.4934	7.0400
511096.3996	6962197.3791	7.0280
511097.5252	6962196.0146	6.8970
511099.1175	6962197.2691	6.8380
511099.0676	6962197.8928	6.8800
511099.4704	6962197.0932	7.8010
511100.7189	6962190.4888	1.9380
511099.6563	6962194.1523	1.2590
511100.1072	6962195.8616	1.7050
511099.9672	6962196.2185	1.8210
511099.9182	6962196.7753	1.9020
511100.6439	6962196.6473	1.8600
511099.7353	6962197.2371	1.8550
511100.4120	6962197.4320	1.8030
511100.8898	6962197.0572	1.8570
511100.6170	6962197.9818	1.7400
511101.3876	6962197.7649	1.8220
511102.6012	6962196.4984	1.7260
511102.4172	6962197.1821	1.8450
511102.2683	6962197.6749	1.8090
511102.5132	6962197.7009	1.8550
511104.5394	6962195.6957	1.2610
511105.0892	6962196.8812	1.8090
511103.7527	6962197.9668	1.9280
511104.7013	6962197.6609	1.8640
511107.0844	6962196.2835	1.4840
511105.5480	6962197.8069	1.8120
511107.4053	6962197.1691	1.7960
511101.2637	6962190.8866	6.6150
511101.2187	6962191.2425	7.5320
511102.0424	6962190.2399	7.5020
511099.8512	6962193.2107	6.7260
511099.6403	6962193.1507	7.3340
511102.1393	6962193.7955	6.7240
511102.4522	6962193.4936	7.4460
511104.5464	6962190.6417	6.6190
511104.7213	6962190.7467	7.6620
511107.4612	6962190.9076	7.2570
511105.4170	6962193.7775	7.2070
511106.1747	6962193.0857	6.7670
511105.5970	6962193.4846	7.8130
511100.2931	6962195.9896	6.7970
511100.8019	6962194.8490	7.0180
511100.7799	6962195.5398	7.3080
511101.8525	6962194.5302	6.8930
511099.7963	6962196.0696	6.8340
511099.5414	6962196.9702	6.8250
511099.5784	6962196.6413	7.4300
511101.4136	6962197.8898	7.0100
511102.9320	6962196.9342	6.8300
511101.7605	6962197.8089	6.8690
511103.3319	6962196.2195	7.4870
511102.0864	6962197.3970	7.4680
511102.8651	6962197.0951	7.0400
511104.5854	6962194.8071	6.7730
511104.3425	6962195.0000	7.4770
511103.6018	6962195.9796	7.2730
511107.4162	6962194.7691	6.7970
511106.6396	6962195.7227	6.8280
511106.9564	6962195.5238	7.1510
511105.1631	6962196.9182	6.8700
511105.0172	6962197.4730	6.8900
511105.0242	6962196.6263	7.3860
511105.3681	6962197.4580	7.3370
511105.9968	6962196.0815	6.8390
511107.1254	6962197.7329	6.8850
511105.8099	6962196.9592	7.6200
511107.1404	6962197.4220	7.5870
511093.0200	6962198.5166	1.6750
511093.5048	6962198.4936	1.6670
511094.9252	6962198.3857	1.6660
511093.5858	6962199.4113	1.5990
511094.8652	6962199.6661	1.5800
511093.4118	6962200.1590	1.5440
511093.1769	6962201.9313	1.6160
511094.7563	6962200.9306	1.5020
511091.8884	6962200.9347	2.0860
511093.2469	6962201.9822	2.7400
511092.7781	6962201.7093	3.9050
511096.4526	6962198.3797	1.6900
511096.7465	6962198.2117	1.6990
511096.5936	6962198.7995	1.7290
511096.0888	6962199.0974	1.6710
511096.6175	6962199.2723	1.6570
511097.4642	6962199.7241	1.6850
511097.6551	6962198.6146	1.7110
511098.3329	6962199.0054	1.7260
511099.0536	6962198.4946	1.7570
511097.6861	6962199.2033	1.7050
511097.6771	6962199.7591	1.6940
511098.9066	6962199.4162	1.7350
